1.0,1.0,0.0,0.642567641,0.0,0,0,0,0,0.642567641,0,0
1.0,2.0,0.0,0.533317625,0.0,0,0,0,0,0.533317625,0,0
1.0,3.0,0.0,0.499238163,0.0,0,0,0,0,0.499238163,0,0
1.0,4.0,0.0,0.497171481,0.0,0,0,0,0,0.497171481,0,0
1.0,5.0,0.0,0.506718908,0.0,0,0,0,0,0.506718908,0,0
1.0,6.0,0.0,0.566398997,0.0,0,0,0,0,0.566398997,0,0
1.0,7.0,0.0,0.795969391,0.0,0,0,0,0,0.795969391,0,0
1.0,8.0,0.0,1.098690259,0.0,0,0,0,0,1.098690259,0,0
1.0,9.0,0.0,1.028724344,0.0,0,0,0,0,1.028724344,0,0
1.0,10.0,8.0,0.877767974,0.0,0,0,0,0,0.877767974,0,0
1.0,11.0,421.0,0.871752881,0.0,0,0,0,0,0.871752881,0,0
1.0,12.0,0.0,0.882123098,0.0,0,0,0,0,0.882123098,0,0
1.0,13.0,0.0,0.862598906,0.2587796718,0,0,0,0,0.6038192341999999,0,0
1.0,14.0,177.0,0.835623927,0.5094668498999999,0,0,0,0,0.5849367489,0,0
1.0,15.0,170.0,0.831356819,0.7588738955999998,0,0,0,0,0.5819497733000001,0,0
1.0,16.0,61.0,0.891545084,1.0263374207999998,0,0,0,0,0.6240815587999999,0,0
1.0,17.0,0.0,1.119593078,1.3622153441999998,0,0,0,0,0.7837151546000001,0,0
1.0,18.0,0.0,1.53810911,1.8236480771999997,0,0,0,0,1.076676377,0,0
1.0,19.0,0.0,1.811788512,2.3671846307999997,0,0,0,0,1.2682519584,0,0
1.0,20.0,0.0,1.762817728,0,0,0,0,0,4.1300023588,0,0
1.0,21.0,0.0,1.634983069,0.0,0,0,0,0,1.634983069,0,0
1.0,22.0,0.0,1.49386948,0.0,0,0,0,0,1.49386948,0,0
1.0,23.0,0.0,1.209909129,0.0,0,0,0,0,1.209909129,0,0
1.0,24.0,0.0,0.922428871,0.0,0,0,0,0,0.922428871,0,0
2.0,1.0,0.0,0.635993957,0.0,0,0,0,0,0.635993957,0,0
2.0,2.0,0.0,0.527218759,0.0,0,0,0,0,0.527218759,0,0
2.0,3.0,0.0,0.485139683,0.0,0,0,0,0,0.485139683,0,0
2.0,4.0,0.0,0.480229638,0.0,0,0,0,0,0.480229638,0,0
2.0,5.0,0.0,0.487740983,0.0,0,0,0,0,0.487740983,0,0
2.0,6.0,0.0,0.543698774,0.0,0,0,0,0,0.543698774,0,0
